"player","pos","team","games","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","dst_int","dst_fum_rec","dst_sacks","dst_fumbles","dst_tackles","rec_rz_tgt","rec_09_tds","rec_1019_tds","rec_2029_tds","rec_3039_tds","rec_4049_tds","rec_50_tds","rush_50_yds","rush_100_yds","rec_150_yds","rec_200_yds","return_yds","scoring_opp","bye"
"Puka Nacua","WR","LAR",17,177,130,1699,99.9,13.1,9,15,108,7.2,2,1,228,13.4,"3121687","CBS","16211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaxon Smith-Njigba","WR","SEA",17,153,111,1608,94.6,14.5,12,7,36,5.1,0,1,223,13.1,"3162959","CBS","16185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ja'Marr Chase","WR","CIN",17,187,128,1553,91.4,12.1,10,3,19,6.3,0,1,207,12.2,"2966320","CBS","15281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amon-Ra St. Brown","WR","DET",17,162,115,1370,80.6,11.9,11,3,8,2.7,0,0,195,11.5,"2967690","CBS","15287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Pickens","WR","DAL",17,142,93,1384,81.4,14.9,10,1,-1,-1,0,0,191,11.2,"3123212","CBS","15762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashee Rice","WR","KC",17,150,104,1049,61.7,10.1,13,9,35,3.9,2,0,188,11.1,"3124978","CBS","16194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drake London","WR","ATL",17,153,94,1257,73.9,13.4,12,0,0,0,0,1,187,11,"3127902","CBS","15751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Olave","WR","NO",17,155,100,1254,73.8,12.5,11,1,0,0,0,0,183,10.8,"2963666","CBS","15754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A.J. Brown","WR","NE",17,143,91,1330,78.2,14.6,9,0,0,0,0,0,178,10.5,"2258303","CBS","14104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nico Collins","WR","HOU",17,134,82,1247,73.4,15.2,9,2,13,6.5,1,1,175,10.3,"2878193","CBS","15290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tee Higgins","WR","CIN",17,119,74,1035,60.9,14,11,0,0,0,0,0,161,9.5,"2809208","CBS","14835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CeeDee Lamb","WR","DAL",17,156,101,1331,78.3,13.2,6,5,25,5,0,0,161,9.5,"2865251","CBS","14832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zay Flowers","WR","BAL",17,117,83,1183,69.6,14.3,8,10,60,6,1,2,161,9.5,"3127049","CBS","16190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malik Nabers","WR","NYG",17,135,80,1034,60.8,12.9,11,4,2,0.5,0,0,161,9.5,"26697761","CBS","16615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justin Jefferson","WR","MIN",17,147,91,1274,74.9,14,7,2,6,3,0,0,160,9.4,"2871343","CBS","14836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetairoa McMillan","WR","CAR",17,141,82,1172,68.9,14.3,8,0,0,0,0,1,153,9,"28877124","CBS","17071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alec Pierce","WR","IND",17,89,49,1067,62.8,21.8,9,0,0,0,0,0,152,8.9,"2965664","CBS","15768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emeka Egbuka","WR","TB",17,143,72,1118,65.8,15.5,8,2,10,5,0,0,151,8.9,"26696165","CBS","17081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jameson Williams","WR","DET",17,99,63,1083,63.7,17.2,7,8,40,5,1,0,149,8.8,"3125968","CBS","15756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terry McLaurin","WR","WAS",17,98,64,925,54.4,14.5,10,1,1,1,0,0,144,8.5,"2139279","CBS","14109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeVonta Smith","WR","PHI",17,126,90,1158,68.1,12.9,6,0,0,0,0,0,143,8.4,"2866975","CBS","15282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrett Wilson","WR","NYJ",17,141,89,956,56.2,10.7,9,1,2,2,0,1,139,8.2,"3123864","CBS","15753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian Watson","WR","GB",17,88,53,904,53.2,17.1,9,3,13,4.3,0,0,137,8.1,"2869806","CBS","15789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ladd McConkey","WR","LAC",17,126,82,1032,60.7,12.6,7,0,0,0,0,0,137,8.1,"3163962","CBS","16627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luther Burden III","WR","CHI",17,101,72,1056,62.1,14.7,6,8,32,4,0,0,135,7.9,"28874444","CBS","17070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davante Adams","WR","LAR",17,128,69,849,49.9,12.3,10,0,0,0,0,0,135,7.9,"1893167","CBS","11675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rome Odunze","WR","CHI",17,125,62,916,53.9,14.8,8,1,4,4,0,0,131,7.7,"3162979","CBS","16616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brian Thomas Jr.","WR","JAC",17,106,61,942,55.4,15.4,6,4,30,7.5,1,0,129,7.6,"3132164","CBS","16618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marvin Harrison Jr.","WR","ARI",17,119,66,952,56,14.4,7,0,0,0,0,0,129,7.6,"26701883","CBS","16614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaylen Waddle","WR","DEN",17,114,75,996,58.6,13.3,6,3,25,8.3,0,0,127,7.5,"2962110","CBS","15284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DJ Moore","WR","BUF",17,109,69,813,47.8,11.8,8,16,81,5.1,1,1,127,7.5,"2179328","CBS","13635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker Washington","WR","JAC",17,101,62,924,54.4,14.9,7,7,2,0.3,0,0,126,7.4,"3168820","CBS","16192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Courtland Sutton","WR","DEN",17,118,70,911,53.6,13,7,0,0,0,0,0,125,7.4,"2218461","CBS","13630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DK Metcalf","WR","PIT",17,103,61,891,52.4,14.6,6,2,10,5,1,0,123,7.2,"2260185","CBS","14102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mike Evans","WR","SF",17,121,69,900,52.9,13,7,0,0,0,0,0,123,7.2,"1824909","CBS","11671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quentin Johnston","WR","LAC",17,98,58,784,46.1,13.5,9,3,7,2.3,0,1,122,7.2,"3162609","CBS","16188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Wilson","WR","ARI",17,106,66,837,49.2,12.7,6,0,2,0,0,0,111,6.5,"2965181","CBS","16206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Godwin","WR","TB",17,108,75,841,49.5,11.2,6,1,1,1,0,0,111,6.5,"2818150","CBS","13163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Addison","WR","MIN",17,90,50,739,43.5,14.8,6,3,78,26,1,0,111,6.5,"3162290","CBS","16186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Romeo Doubs","WR","NE",17,93,61,812,47.8,13.3,6,0,0,0,0,0,108,6.4,"2961886","CBS","15779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"De'Zhaun Stribling","WR","SF",17,97,60,862,50.7,14.4,5,3,13,4.3,0,2,104,6.1,"26696676","CBS","17514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashid Shaheed","WR","SEA",17,95,57,860,50.6,15.1,4,13,91,7,0,1,104,6.1,"2250863","CBS","16080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jakobi Meyers","WR","JAC",17,102,68,814,47.9,12,5,4,17,4.3,0,1,101,5.9,"2183835","CBS","14127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen Coker","WR","CAR",17,79,59,746,43.9,12.6,6,0,0,0,0,1,100,5.9,"3163990","CBS","16809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calvin Ridley","WR","TEN",17,99,50,846,49.8,16.9,3,3,23,7.7,1,0,100,5.9,"2186328","CBS","13629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jayden Reed","WR","GB",17,77,59,702,41.3,11.9,5,18,151,8.4,0,0,99,5.8,"2967762","CBS","16184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashod Bateman","WR","BAL",17,72,40,583,34.3,14.6,8,0,0,0,0,0,98,5.8,"2960940","CBS","15293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ja'Kobi Lane","WR","BAL",17,71,44,653,38.4,14.8,7,3,17,5.7,0,1,97,5.7,"29158151","CBS","17517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Downs","WR","IND",17,103,69,710,41.8,10.3,6,2,2,1,0,1,97,5.7,"3162970","CBS","16187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerry Jeudy","WR","CLE",17,128,66,830,48.8,12.6,4,1,4,4,0,1,95,5.6,"2741201","CBS","14833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jauan Jennings","WR","MIN",17,84,51,632,37.2,12.4,7,0,0,0,0,1,95,5.6,"2180514","CBS","14860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KC Concepcion","WR","CLE",17,111,69,847,49.8,12.3,4,2,10,5,0,2,95,5.6,"29123718","CBS","17501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wan'Dale Robinson","WR","TEN",17,127,84,796,46.8,9.5,4,2,6,3,0,0,94,5.5,"3124107","CBS","15757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deebo Samuel","WR","SF",17,93,66,654,38.5,9.9,5,36,115,3.2,1,1,94,5.5,"2139735","CBS","14136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michael Pittman","WR","PIT",17,111,77,677,39.8,8.8,6,0,0,0,0,0,94,5.5,"2240188","CBS","14842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matthew Golden","WR","GB",17,77,52,750,44.1,14.4,4,14,67,4.8,0,0,93,5.5,"28874927","CBS","17075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stefon Diggs","WR","WAS",17,85,68,748,44,11,4,1,2,2,0,0,91,5.4,"2000038","CBS","12186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xavier Worthy","WR","KC",17,88,53,642,37.8,12.1,4,23,152,6.6,1,0,91,5.4,"26730787","CBS","16620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denzel Boston","WR","CLE",17,103,63,782,46,12.4,4,2,10,5,0,2,90,5.3,"28875368","CBS","17500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carnell Tate","WR","TEN",17,91,56,770,45.3,13.8,4,2,9,4.5,0,2,89,5.2,"29124411","CBS","17497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenan Allen","WR","IND",17,99,62,675,39.7,10.9,5,0,0,0,0,0,88,5.2,"1737096","CBS","11222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Makai Lemon","WR","PHI",17,87,53,738,43.4,13.9,4,3,13,4.3,0,2,86,5.1,"29123772","CBS","17499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kayshon Boutte","WR","HOU",17,61,39,590,34.7,15.1,6,0,0,0,0,0,86,5.1,"3163170","CBS","16193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elic Ayomanor","WR","TEN",17,84,42,569,33.5,13.6,6,0,0,0,0,0,85,5,"28900714","CBS","17073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tre Tucker","WR","LV",17,85,52,605,35.6,11.6,5,12,52,4.3,0,0,84,4.9,"3121848","CBS","16287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper Kupp","WR","SEA",17,85,57,694,40.8,12.2,4,1,3,3,0,1,83,4.9,"2006951","CBS","13164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen Nailor","WR","LV",17,76,43,568,33.4,13.2,5,2,7,3.5,0,0,79,4.6,"2967232","CBS","15786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Troy Franklin","WR","DEN",17,92,56,590,34.7,10.5,5,4,11,2.8,0,1,78,4.6,"26693436","CBS","16619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalen McMillan","WR","TB",17,66,46,624,36.7,13.6,4,5,29,5.8,0,0,78,4.6,"3162347","CBS","16628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryce Lance","WR","NO",17,87,54,716,42.1,13.3,3,2,10,5,0,2,78,4.6,"26725855","CBS","17519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khalil Shakir","WR","BUF",17,85,67,646,38,9.6,4,1,4,4,0,1,78,4.6,"2969119","CBS","15761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marquise Brown","WR","PHI",17,69,44,548,32.2,12.5,5,0,0,0,0,0,77,4.5,"2804128","CBS","14105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devaughn Vele","WR","NO",17,69,46,596,35.1,13,4,0,0,0,0,0,76,4.5,"3121113","CBS","16788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antonio Williams","WR","WAS",17,73,45,648,38.1,14.4,4,3,15,5,0,2,76,4.5,"28877974","CBS","17512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tory Horton","WR","SEA",17,64,38,501,29.5,13.2,6,1,6,6,0,1,75,4.4,"3165177","CBS","17098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyquan Thornton","WR","KC",17,52,27,574,33.8,21.3,4,0,0,0,0,0,73,4.3,"2965066","CBS","15787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Bell","WR","MIA",17,76,47,583,34.3,12.4,4,2,11,5.5,0,1,72,4.2,"28877196","CBS","17506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chimere Dike","WR","TEN",17,70,45,430,25.3,9.6,6,10,17,1.7,0,1,70,4.1,"3162452","CBS","17171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Omar Cooper Jr.","WR","NYJ",17,72,44,520,30.6,11.8,4,2,13,6.5,0,1,66,3.9,"28900921","CBS","17502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordyn Tyson","WR","NO",13,67,42,593,45.6,14.1,3,2,8,4,0,1,66,5.1,"28900885","CBS","17498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jahdae Walker","WR","CHI",17,52,32,430,25.3,13.4,5,1,7,7,0,0,65,3.8,"29174299","CBS","17353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isaac TeSlaa","WR","DET",17,46,27,404,23.8,15,5,0,0,0,0,0,62,3.6,"29122587","CBS","17157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darius Slayton","WR","NYG",17,72,42,611,35.9,14.6,2,1,5,5,0,1,62,3.6,"2183982","CBS","14122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xavier Hutchinson","WR","HOU",17,78,43,515,30.3,12,3,2,16,8,0,0,62,3.6,"3161943","CBS","16201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashton Dulin","WR","IND",17,49,25,550,32.4,22,2,6,66,11,0,0,61,3.6,"3116796","CBS","14315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malik Benson","WR","LV",17,77,48,551,32.4,11.5,3,2,8,4,0,2,61,3.6,"29121426","CBS","17706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germie Bernard","WR","PIT",17,68,42,511,30.1,12.2,3,2,10,5,0,1,60,3.5,"28878358","CBS","17503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaylin Noel","WR","HOU",17,57,40,456,26.8,11.4,4,6,13,2.2,0,0,60,3.5,"26697286","CBS","17080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian Kirk","WR","SF",13,74,42,485,37.3,11.6,3,0,0,0,0,0,58,4.5,"2180820","CBS","13633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tank Dell","WR","HOU",13,60,38,483,37.2,12.7,3,9,40,4.4,0,0,58,4.5,"2963970","CBS","16204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrei Iosivas","WR","CIN",17,62,35,471,27.7,13.5,3,3,11,3.7,0,0,56,3.3,"2966908","CBS","16207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demarcus Robinson","WR","SF",17,53,32,465,27.4,14.5,3,1,5,5,0,0,56,3.3,"2061095","CBS","12785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adonai Mitchell","WR","NYJ",17,77,38,480,28.2,12.6,3,2,-1,-0.5,0,1,55,3.2,"26701928","CBS","16626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ted Hurst","WR","TB",17,57,35,484,28.5,13.8,3,2,13,6.5,0,1,55,3.2,"29421796","CBS","17520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luke McCaffrey","WR","WAS",17,30,22,362,21.3,16.5,4,0,0,0,0,0,53,3.1,"3121502","CBS","16635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malik Washington","WR","MIA",17,65,46,349,20.5,7.6,3,14,83,5.9,1,1,52,3.1,"3124729","CBS","16684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caleb Douglas","WR","MIA",17,57,35,434,25.5,12.4,3,2,11,5.5,0,1,51,3,"28900321","CBS","17599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Palmer","WR","BUF",17,58,35,478,28.1,13.7,2,0,0,0,0,0,51,3,"2867325","CBS","15319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zavion Thomas","WR","CHI",17,54,34,456,26.8,13.4,3,3,13,4.3,0,2,50,2.9,"28909795","CBS","17521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dontayvion Wicks","WR","PHI",17,64,38,401,23.6,10.6,3,1,5,5,0,0,50,2.9,"3122375","CBS","16195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ja'Marr Chase","WR","CIN",NA,173,120,1507,NA,NA,11,4,21,NA,0,NA,NA,NA,"4362628","ESPN","15281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puka Nacua","WR","LAR",NA,174,123,1586,NA,NA,10,14,91,NA,1,NA,NA,NA,"4426515","ESPN","16211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaxon Smith-Njigba","WR","SEA",NA,166,117,1569,NA,NA,9,5,25,NA,0,NA,NA,NA,"4430878","ESPN","16185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amon-Ra St. Brown","WR","DET",NA,166,118,1426,NA,NA,10,2,13,NA,0,NA,NA,NA,"4374302","ESPN","15287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CeeDee Lamb","WR","DAL",NA,158,103,1376,NA,NA,9,2,13,NA,0,NA,NA,NA,"4241389","ESPN","14832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justin Jefferson","WR","MIN",NA,166,111,1373,NA,NA,7,2,11,NA,0,NA,NA,NA,"4262921","ESPN","14836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drake London","WR","ATL",NA,159,102,1250,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,"4426502","ESPN","15751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A.J. Brown","WR","NE",NA,130,86,1219,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,"4047646","ESPN","14104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nico Collins","WR","HOU",NA,137,87,1196,NA,NA,7,2,12,NA,0,NA,NA,NA,"4258173","ESPN","15290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Olave","WR","NO",NA,144,91,1195,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,"4361370","ESPN","15754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rashee Rice","WR","KCC",NA,130,92,1082,NA,NA,9,8,43,NA,1,NA,NA,NA,"4428331","ESPN","16194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"George Pickens","WR","DAL",NA,124,80,1115,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"4426354","ESPN","15762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garrett Wilson","WR","NYJ",NA,149,100,1176,NA,NA,5,2,11,NA,0,NA,NA,NA,"4569618","ESPN","15753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malik Nabers","WR","NYG",NA,136,85,1128,NA,NA,7,4,23,NA,0,NA,NA,NA,"4595348","ESPN","16615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
